pipeline_name,run_id,decode_s,preprocess_s,inference_s,postprocess_s,total_s,frames_processed,fps,error
PyNvVideoCodec 2.1,0,1.8459778279066086,0.10472935996949673,0.9243385903537273,0.010209883563220501,2.8859617356210947,1024,354.82105925414237,
PyNvVideoCodec 2.1,1,1.8459778279066086,0.10473345406353474,0.9235702492296696,0.010225783102214336,2.885215171612799,1024,354.9128709965839,
PyNvVideoCodec 2.1,2,1.8459778279066086,0.10474449768662453,0.926604425534606,0.01020696759223938,2.8882396752014756,1024,354.5412137337836,
PyNvVideoCodec 2.1,3,1.8459778279066086,0.10473836399614811,0.9237418137490749,0.010190044529736042,2.8853479102253914,1024,354.89654345357934,
PyNvVideoCodec 2.1,4,1.8459778279066086,0.10471073165535927,0.9244905319064856,0.010195364244282246,2.8860843554139137,1024,354.8059841283263,
PyNvVideoCodec + CV-CUDA,0,1.423702928237617,0.08316739462316036,0.7428150279447436,0.009027497842907906,2.2593755815178156,1024,453.2225666137773,
PyNvVideoCodec + CV-CUDA,1,1.423702928237617,0.08320407196879387,0.7423310047015548,0.009025192819535732,2.2589259445667267,1024,453.31278011258945,
PyNvVideoCodec + CV-CUDA,2,1.423702928237617,0.08319967705756426,0.7420920981094241,0.009021976962685585,2.258672581985593,1024,453.3636296677425,
PyNvVideoCodec + CV-CUDA,3,1.423702928237617,0.08317306265234947,0.7424515662714839,0.009034894406795502,2.2590131452307105,1024,453.29528168611876,
PyNvVideoCodec + CV-CUDA,4,1.423702928237617,0.08318278007209301,0.742391450330615,0.009009203873574734,2.2589353937655687,1024,453.3108838907636,
