pipeline_name,run_id,decode_s,preprocess_s,inference_s,postprocess_s,total_s,frames_processed,fps,error
FFmpeg + DALI,8,1.6342385523021221,0.10474280081689358,0.8664470128715038,0.010305451229214668,2.6163768973201513,1024,391.38092109315045,
FFmpeg + DALI,9,1.6342385523021221,0.1047318559139967,0.8664952218532562,0.010310377925634384,2.6164138559252024,1024,391.3753925744666,
PyNvVideoCodec 2.1,0,1.4317871443927288,0.10475022345781326,0.8540013767778873,0.010347146540880203,2.4015294555574656,1024,426.3949366227113,
PyNvVideoCodec 2.1,1,1.4317871443927288,0.10473617538809776,0.8419137764722109,0.010372387245297432,2.389451403170824,1024,428.5502515937937,
PyNvVideoCodec 2.1,2,1.4317871443927288,0.10476628504693508,0.8418533708900213,0.01030256599187851,2.3893506564199924,1024,428.56832137576566,
PyNvVideoCodec 2.1,3,1.4317871443927288,0.10473981685936451,0.8541659619659185,0.010306037962436676,2.401657624170184,1024,426.37218131947947,
PyNvVideoCodec 2.1,4,1.4317871443927288,0.10476816073060036,0.8540770765393972,0.01027798093855381,2.4015660360455513,1024,426.3884418044699,
PyNvVideoCodec 2.1,5,1.4317871443927288,0.10472515597939491,0.8539160620421171,0.010344671085476875,2.4014255851507187,1024,426.4133797573959,
PyNvVideoCodec 2.1,6,1.4317871443927288,0.10476628877222538,0.8416887577623129,0.010279320180416107,2.389162039384246,1024,428.6021555339602,
PyNvVideoCodec 2.1,7,1.4317871443927288,0.10474434681236744,0.8420403823256493,0.010345429182052612,2.3895657639950514,1024,428.52974185904037,
PyNvVideoCodec 2.1,8,1.4317871443927288,0.10472932644188404,0.8546582758426666,0.010322313755750656,2.4021347519010305,1024,426.28749248542965,
PyNvVideoCodec 2.1,9,1.4317871443927288,0.10474769957363605,0.8539799563586712,0.010302659124135971,2.4014612957835197,1024,426.40703883003937,
PyNvVideoCodec + CV-CUDA,0,1.4289668127894402,0.08312376774847507,0.7093698009848595,0.009106390178203583,2.231231352314353,1024,458.93940981864216,
PyNvVideoCodec + CV-CUDA,1,1.4289668127894402,0.08313742652535439,0.707459706813097,0.009191267192363739,2.2294191736727953,1024,459.31245774343967,
PyNvVideoCodec + CV-CUDA,2,1.4289668127894402,0.0831439234316349,0.7089363150298595,0.009101957082748413,2.2308345567435026,1024,459.0210407601005,
PyNvVideoCodec + CV-CUDA,3,1.4289668127894402,0.08316128514707088,0.7016962375491858,0.00912577472627163,2.2236082311719656,1024,460.512776326743,
PyNvVideoCodec + CV-CUDA,4,1.4289668127894402,0.08313966728746891,0.7074446976184845,0.009166346862912178,2.229374174028635,1024,459.32172890904195,
PyNvVideoCodec + CV-CUDA,5,1.4289668127894402,0.08314767479896545,0.7026573065668344,0.009169822558760643,2.224596906453371,1024,460.3081111141803,
PyNvVideoCodec + CV-CUDA,6,1.4289668127894402,0.08313077501952648,0.7007944919168949,0.009144103154540062,2.2226937282830477,1024,460.70224924376055,
PyNvVideoCodec + CV-CUDA,7,1.4289668127894402,0.08314039744436741,0.715282030403614,0.00915101170539856,2.2372142169624567,1024,457.7120922243737,
PyNvVideoCodec + CV-CUDA,8,1.4289668127894402,0.08314568363130093,0.7132979817688465,0.009145030751824379,2.235229481011629,1024,458.1185102911912,
PyNvVideoCodec + CV-CUDA,9,1.4289668127894402,0.08313780650496483,0.7081199903041124,0.009139658883213997,2.2300301287323236,1024,459.1866212059207,
