pipeline_name,run_id,decode_s,preprocess_s,inference_s,postprocess_s,total_s,frames_processed,fps,error
OpenCV CPU,0,1.6453249156475067,2.400639623403549,2.9284146521240473,0.010930819436907768,6.986194785684347,1024,146.57478518897207,
OpenCV CPU,1,1.6453249156475067,2.470961559563875,2.932978605851531,0.01094973087310791,7.061083601787686,1024,145.02023453464696,
OpenCV CPU,2,1.6453249156475067,2.478166254237294,2.9275892730802298,0.010926656424999237,7.062864674255252,1024,144.98366416853037,
OpenCV CPU,3,1.6453249156475067,2.4820008128881454,2.926838271319866,0.010974014177918434,7.065997134894133,1024,144.91939077404427,
OpenCV CPU,4,1.6453249156475067,2.4224570505321026,2.9400980286300182,0.01090368814766407,7.019627176225185,1024,145.8766932050453,
OpenCV CPU,5,1.6453249156475067,2.467392023652792,2.997636182233691,0.010918477550148964,7.1221262738108635,1024,143.77728793792986,
OpenCV CPU,6,1.6453249156475067,2.4912283774465322,2.932903056964278,0.010917093604803085,7.081242822110653,1024,144.60738400364357,
OpenCV CPU,7,1.6453249156475067,2.545937502756715,2.9603502489626408,0.010833850130438805,7.163313610479236,1024,142.95060298658248,
OpenCV CPU,8,1.6453249156475067,2.602922024205327,3.005333723500371,0.010944060981273651,7.265393892303109,1024,140.94211754779272,
OpenCV CPU,9,1.6453249156475067,2.4998309537768364,2.9326206035912037,0.010828709229826927,7.08945057541132,1024,144.43996598997222,
FFmpeg + DALI,0,1.6342385523021221,0.10473614931106567,0.8661848232150078,0.01032697968184948,2.6161290165036917,1024,391.418004823217,
FFmpeg + DALI,1,1.6342385523021221,0.10472575575113297,0.8670145366340876,0.010314777493476868,2.616936329752207,1024,391.2972541051317,
FFmpeg + DALI,2,1.6342385523021221,0.10475031472742558,0.8663409482687712,0.010335948318243027,2.61631066724658,1024,391.3908286272682,
FFmpeg + DALI,3,1.6342385523021221,0.10477112233638763,0.8670187778770924,0.010314540937542915,2.617002919316292,1024,391.2872975577445,
FFmpeg + DALI,4,1.6342385523021221,0.10477270744740963,0.866763062775135,0.010317333042621613,2.616752615198493,1024,391.32472594178523,
FFmpeg + DALI,5,1.6342385523021221,0.10478978790342808,0.86662189476192,0.010339107364416122,2.616636600345373,1024,391.34207626112124,
FFmpeg + DALI,6,1.6342385523021221,0.10473993234336376,0.8667554464191198,0.010340752080082893,2.6167209651321173,1024,391.3294591379171,
FFmpeg + DALI,7,1.6342385523021221,0.10474168322980404,0.8669384177774191,0.010330384597182274,2.616895964369178,1024,391.30328982980524,
