pipeline_name,run_id,decode_s,preprocess_s,inference_s,postprocess_s,total_s,frames_processed,fps,error
PyNvVideoCodec 2.1,5,1.4969757329672575,0.10723857581615448,0.909056643024087,0.011705035343766212,2.527528379112482,1024,405.13887339993704,
PyNvVideoCodec 2.1,6,1.4969757329672575,0.10722672007977962,0.9081872962415218,0.011671988293528557,2.526612736284733,1024,405.28569546662885,
PyNvVideoCodec 2.1,7,1.4969757329672575,0.10725418850779533,0.9084272123873234,0.01166536659002304,2.526817202568054,1024,405.2529003519877,
PyNvVideoCodec 2.1,8,1.4969757329672575,0.10722191818058491,0.9109933730214834,0.011667849496006966,2.5293719731271267,1024,404.84357812109494,
PyNvVideoCodec 2.1,9,1.4969757329672575,0.10725272074341774,0.9139553159475327,0.011653048917651176,2.532345874235034,1024,404.3681435535846,
PyNvVideoCodec + CV-CUDA,0,1.4436406455934048,0.08591504208743572,0.7266195509582758,0.010315010324120522,2.2691021598875523,1024,451.27981370867207,
PyNvVideoCodec + CV-CUDA,1,1.4436406455934048,0.08592757768929005,0.7246824409812689,0.010283026844263077,2.2671195790171623,1024,451.6744548798448,
PyNvVideoCodec + CV-CUDA,2,1.4436406455934048,0.08592205494642258,0.7281277719885111,0.010341599583625793,2.270620822906494,1024,450.9779834967052,
PyNvVideoCodec + CV-CUDA,3,1.4436406455934048,0.08596358075737953,0.7255364675074816,0.010363984853029251,2.268212493509054,1024,451.4568202628201,
PyNvVideoCodec + CV-CUDA,4,1.4436406455934048,0.0859314352273941,0.72917889803648,0.010393306612968445,2.2719022762030363,1024,450.7236119818416,
PyNvVideoCodec + CV-CUDA,5,1.4436406455934048,0.08596615307033062,0.7284077648073435,0.010336142033338547,2.27105376124382,1024,450.8920121024222,
PyNvVideoCodec + CV-CUDA,6,1.4436406455934048,0.0859321691095829,0.7279589287936687,0.010316949337720871,2.2704353127628565,1024,451.0148314923409,
PyNvVideoCodec + CV-CUDA,7,1.4436406455934048,0.08596309833228588,0.7319983933120966,0.010394971817731857,2.274679796770215,1024,450.1732513973891,
PyNvVideoCodec + CV-CUDA,8,1.4436406455934048,0.08593222498893738,0.724912540987134,0.010324131697416306,2.267439838498831,1024,451.6106591290837,
PyNvVideoCodec + CV-CUDA,9,1.4436406455934048,0.0859278254210949,0.7288314774632454,0.010338803753256798,2.2713306061923504,1024,450.8370543716793,
