pipeline_name,run_id,decode_s,preprocess_s,inference_s,postprocess_s,total_s,frames_processed,fps,error
PyNvVideoCodec 2.1,0,1.4983023926615715,0.10510004218667746,0.9197188643738627,0.010116711258888245,2.5335849411785603,1024,404.1703845633298,
PyNvVideoCodec 2.1,1,1.4983023926615715,0.10512999724596739,0.9175940556451678,0.010114172473549843,2.531490931287408,1024,404.50470801380175,
PyNvVideoCodec 2.1,2,1.4983023926615715,0.10511596500873566,0.9203632632270455,0.010111651383340359,2.534256118349731,1024,404.0633433162285,
PyNvVideoCodec 2.1,3,1.4983023926615715,0.10513221006840467,0.9209855804219842,0.010093695484101772,2.5348901841789484,1024,403.96227276081146,
PyNvVideoCodec 2.1,4,1.4983023926615715,0.10515476576983929,0.9213544484227896,0.010092215612530708,2.5352698443457484,1024,403.9017788515736,
PyNvVideoCodec + CV-CUDA,0,0.0,0.0,0.0,0.0,0.0,0,0.0,NVCV_ERROR_INVALID_ARGUMENT: Input or output tensors are too large
PyNvVideoCodec + CV-CUDA,1,0.0,0.0,0.0,0.0,0.0,0,0.0,NVCV_ERROR_INVALID_ARGUMENT: Input or output tensors are too large
PyNvVideoCodec + CV-CUDA,2,0.0,0.0,0.0,0.0,0.0,0,0.0,NVCV_ERROR_INVALID_ARGUMENT: Input or output tensors are too large
PyNvVideoCodec + CV-CUDA,3,0.0,0.0,0.0,0.0,0.0,0,0.0,NVCV_ERROR_INVALID_ARGUMENT: Input or output tensors are too large
PyNvVideoCodec + CV-CUDA,4,0.0,0.0,0.0,0.0,0.0,0,0.0,NVCV_ERROR_INVALID_ARGUMENT: Input or output tensors are too large
