pipeline_name,run_id,decode_s,preprocess_s,inference_s,postprocess_s,total_s,frames_processed,fps,error
OpenCV CPU,0,1.6220300029963255,2.573836075142026,3.0213812813162804,0.01161494292318821,7.230564745143056,1024,141.62102630888484,
OpenCV CPU,1,1.6220300029963255,2.570963667705655,3.0194234661757946,0.011555291712284088,7.22565727494657,1024,141.71721146400097,
OpenCV CPU,2,1.6220300029963255,2.4276582691818476,3.0293700229376554,0.011559320613741875,7.092304214835167,1024,144.3818495346084,
OpenCV CPU,3,1.6220300029963255,2.523468730971217,3.04881308414042,0.011516083031892776,7.207492735236883,1024,142.074371437621,
OpenCV CPU,4,1.6220300029963255,2.507041849195957,3.073836959898472,0.011512493714690208,7.216078197583556,1024,141.90533582949618,
OpenCV CPU,5,1.6220300029963255,2.5011501852422953,3.0466116927564144,0.011774376034736633,7.183233506977558,1024,142.55418524336147,
OpenCV CPU,6,1.6220300029963255,2.5255432967096567,3.0470876321196556,0.011983674019575119,7.2083591017872095,1024,142.05729563974052,
OpenCV CPU,7,1.6220300029963255,2.540264395996928,3.0522909071296453,0.012034229934215546,7.2283044550567865,1024,141.66531118976715,
OpenCV CPU,8,1.6220300029963255,2.606059655547142,3.137354040518403,0.012133490294218063,7.379283547401428,1024,138.76685906189303,
OpenCV CPU,9,1.6220300029963255,2.542289063334465,3.0385618936270475,0.011669432744383812,7.216229917481542,1024,141.90235229608305,
FFmpeg + DALI,0,1.6215248834341764,0.10539332404732704,0.9021268244832754,0.010851480066776276,2.6412106715142727,1024,387.7009929741481,
FFmpeg + DALI,1,1.6215248834341764,0.10543518140912056,0.9022173713892698,0.010844385251402855,2.641337698325515,1024,387.68234771690436,
FFmpeg + DALI,2,1.6215248834341764,0.10542232915759087,0.9020301327109337,0.010856682434678078,2.64116626791656,1024,387.7075110488085,
FFmpeg + DALI,3,1.6215248834341764,0.10540996864438057,0.9018129203468561,0.01087634451687336,2.6409308910369873,1024,387.7420660553205,
FFmpeg + DALI,4,1.6215248834341764,0.10543384961783886,0.9025072939693928,0.01085006445646286,2.64164319075644,1024,387.63751424989965,
FFmpeg + DALI,5,1.6215248834341764,0.10539674945175648,0.9025240391492844,0.010858103632926941,2.6416223384439945,1024,387.6405741644246,
FFmpeg + DALI,6,1.6215248834341764,0.1054142378270626,0.9019373543560505,0.010832613334059715,2.641009261831641,1024,387.7305599791107,
FFmpeg + DALI,7,1.6215248834341764,0.10540394298732281,0.9019861631095409,0.01085783913731575,2.641093263402581,1024,387.718227973804,
FFmpeg + DALI,8,1.6215248834341764,0.10541253909468651,0.9022023994475603,0.010836992412805557,2.6412884909659624,1024,387.6895702617878,
FFmpeg + DALI,9,1.6215248834341764,0.1054642740637064,0.9050628542900085,0.01084340550005436,2.644208351150155,1024,387.2614650636699,
PyNvVideoCodec 2.1,0,1.443581348285079,0.10548473708331585,0.920292092487216,0.010885577648878098,2.481568058952689,1024,412.6423195631252,
PyNvVideoCodec 2.1,1,1.443581348285079,0.1054388340562582,0.9138696733862162,0.010868165642023087,2.475090306252241,1024,413.72227809761466,
PyNvVideoCodec 2.1,2,1.443581348285079,0.1054767332971096,0.9106455594301224,0.010846633464097977,2.4718724135309458,1024,414.26086330130096,
PyNvVideoCodec 2.1,3,1.443581348285079,0.10544408671557903,0.9156645592302084,0.01086539588868618,2.476885836571455,1024,413.42236484239305,
PyNvVideoCodec 2.1,4,1.443581348285079,0.10543720982968807,0.9066784027963877,0.010880179703235626,2.4679084103554487,1024,414.92625727245485,
PyNvVideoCodec 2.1,5,1.443581348285079,0.10543205589056015,0.9097054302692413,0.010868635028600693,2.470928071066737,1024,414.41918605017247,
PyNvVideoCodec 2.1,6,1.443581348285079,0.10543806664645672,0.91052639298141,0.010852249339222908,2.4717202857136726,1024,414.28635995692173,
PyNvVideoCodec 2.1,7,1.443581348285079,0.10545509867370129,0.9130330812186003,0.010862626135349274,2.474287601187825,1024,413.8564973240826,
PyNvVideoCodec 2.1,8,1.443581348285079,0.10547324642539024,0.9071223828941584,0.010828623548150063,2.4683347269892693,1024,414.85459358626593,
PyNvVideoCodec 2.1,9,1.443581348285079,0.10547363013029099,0.9130880553275347,0.010887740179896355,2.4743635188788176,1024,413.8437995012125,
PyNvVideoCodec + CV-CUDA,0,1.435004711151123,0.08410744741559029,0.7228509392589331,0.009703952819108963,2.253185285255313,1024,454.4677291747751,
PyNvVideoCodec + CV-CUDA,1,1.435004711151123,0.08410598896443844,0.7224763333797455,0.009742753580212593,2.2528439424932003,1024,454.53658848058035,
PyNvVideoCodec + CV-CUDA,2,1.435004711151123,0.08409853652119637,0.7226488683372736,0.009722242131829262,2.252988463267684,1024,454.507431660264,
PyNvVideoCodec + CV-CUDA,3,1.435004711151123,0.08409536629915237,0.7202243357896805,0.009699754416942596,2.250552350655198,1024,454.99941367810675,
PyNvVideoCodec + CV-CUDA,4,1.435004711151123,0.08408586494624615,0.7196748219430447,0.009738808497786522,2.2500145193189383,1024,455.1081742841183,
PyNvVideoCodec + CV-CUDA,5,1.435004711151123,0.08414899185299873,0.7186179645359516,0.00971669889986515,2.249055430293083,1024,455.302250983898,
PyNvVideoCodec + CV-CUDA,6,1.435004711151123,0.08414492569863796,0.7185483351349831,0.009728200733661652,2.24898480437696,1024,455.3165490523092,
PyNvVideoCodec + CV-CUDA,7,1.435004711151123,0.0841250903904438,0.71830203384161,0.009701807051897049,2.248691987246275,1024,455.3758388466443,
PyNvVideoCodec + CV-CUDA,8,1.435004711151123,0.08412842825055122,0.7181949615478516,0.00971790961921215,2.248615788295865,1024,455.39127018940314,
PyNvVideoCodec + CV-CUDA,9,1.435004711151123,0.0841135960072279,0.7183244992047548,0.009729765355587006,2.2487325351685286,1024,455.36762775714345,
