pipeline_name,run_id,decode_s,preprocess_s,inference_s,postprocess_s,total_s,frames_processed,fps,error
PyNvVideoCodec 2.1,0,1.6350002428516746,0.1073419963940978,0.9532510293647647,0.012007307261228561,2.710153457708657,1024,377.83838294742077,
PyNvVideoCodec 2.1,1,1.6350002428516746,0.1073162630200386,0.9641603259369731,0.011992218904197216,2.7210105815902352,1024,376.33076729953234,
PyNvVideoCodec 2.1,2,1.6350002428516746,0.10731027275323868,0.9574160259217024,0.012023374438285828,2.714296018704772,1024,377.2617256715574,
PyNvVideoCodec 2.1,3,1.6350002428516746,0.10734123457223177,0.957665529102087,0.012051299214363098,2.714659648016095,1024,377.21119137286735,
PyNvVideoCodec 2.1,4,1.6350002428516746,0.1073050769045949,0.9529276993125677,0.01200022827833891,2.7097395919263363,1024,377.8960912151876,
PyNvVideoCodec + CV-CUDA,0,1.4380024001002312,0.08597238548099995,0.7288487991318107,0.010723458603024483,2.2661052932962775,1024,451.8766197798732,
PyNvVideoCodec + CV-CUDA,1,1.4380024001002312,0.086004838347435,0.7288864143192768,0.010687480680644512,2.26611792948097,1024,451.8741000538027,
PyNvVideoCodec + CV-CUDA,2,1.4380024001002312,0.08599496074020863,0.729441306553781,0.010695145465433598,2.26667741779238,1024,451.7625631075992,
PyNvVideoCodec + CV-CUDA,3,1.4380024001002312,0.08595387637615204,0.7289152238518,0.01071622222661972,2.266124911606312,1024,451.8727077909185,
PyNvVideoCodec + CV-CUDA,4,1.4380024001002312,0.08599902130663395,0.7326124152168632,0.010681290179491043,2.2698379466310143,1024,451.13352762467576,
